1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
1891,jchodera  vijaypande  bioagelabs  nature from our cohort data and preclinical studies,[],[],neutral
1892,cloudclaud1: eguchi san being totally immune to that whole dorkities happening right next to her 😌🤣🤣 https:  t co v6djde09va,[right],[],positive
1893,knightborg  patricklobo01  cbcnews agreed  all i have seen for the last 2 years is apparently humans don't have immune systems anymore and that i was a walking disease this whole time,[],[],neutral
1894,just because something horrible hasn t happened to you doesn t mean you re immune,[],[horrible],negative
1895,badania sugeruj,[],[],neutral
1896,alixg_2 the shots are worse than c v d as they kill your own immune system like aids  the more shots you get the lower your immune system can handle even the common cold  auto immune disease,[like],[cold, kill, worse],negative
1897,alixg_2 the shots are worse than c v d as they kill your own immune system like aids  the more shots you get the lower your immune system can handle even the common cold  auto immune disease,[like],[cold, kill, worse],negative
1898,coalcreekmusic:  joeconchatv that s what negative efficacy means  each jab increases your risk  people s immune systems are being wreck,[],[wreck, negative, risk],negative
1899,juliaflynch: here in italy indoor masking with high quality masks is mandatory,[],[],neutral
1900,weimar61369949:  these figures therefore suggest that both the double and triple vaccinated population in canada have now had so much d,[],[],neutral
1901,dan_wyke: "our data indicate that patients have impaired t cell metabolism consistent with ongoing immune alterations in me cfs that ma,[consistent],[impaired],neutral
1902,annelisebocquet: je partage   100  le point de vue du d  sabatier,[],[],neutral
1903,tarahaelle: can any epis  amp  id data folks putting out these threads do one on what vaxed  amp  boosted immune compromised  amp  high risk ppl  amp,[],[risk],negative
1904,paba5478  loulou2745  marcasaint zona,[],[],neutral
1905,catturd2 the more vaccines you get the more your immune system gets weaker  as the who director said months ago you can not boost your way out of the virus  did you also notice all these elites are getting the virus over and over again  especially in the wh and congress,[boost],[weaker, virus],negative
1906,hjelle_brian it doesn t seem to happen universally,[],[],neutral
1907,weimar61369949:  these figures therefore suggest that both the double and triple vaccinated population in canada have now had so much d,[],[],neutral
1908,drj56013122:  the results obtained for mitochondria,[],[],neutral
1909,delbigtree when are they going to put a halt on these vaccinations that are harming people  amp  causing immune systems to be compromised,[],[],neutral
1910,jreinermd my idea of getting all americans vaccinated is to just make a law saying it s mandatory hey because of these stupid people,[],[stupid],negative
1911,reviewreligions:  when the promised messiah  as  said that  o europe you are not safe,[safe, promised],[],positive
1912,tarahaelle: all the pleas from immune compromised,[],[pleas],negative
1913,weimar61369949:  these figures therefore suggest that both the double and triple vaccinated population in canada have now had so much d,[],[],neutral
1914,presssec but each infection will result in brain damage and attack your immune system  ready to admit this is not sustainable   longcovid,[sustainable, ready],[damage, infection, attack],negative
1915,patriotictrauma: well,[well],[],positive
1916,tested positive,[positive],[],positive
1917,tarahaelle: i know we all want the pandemic to be over  all of us do  and contrary to popular belief,[popular],[],positive
1918,carniclemenza:  alpacaaurelius  levels  ifixhearts  sbakermd 12  summary,[],[],neutral
1919,a man in the u k  continuously tested positive for covid for seven months straight,[positive],[],positive
1920,seanomaoilriain the average telly watcher seems completely immune to such obvious facts,[],[],neutral
1921,angeley02283417:  annelaird31  poshanned anne,[],[],neutral
1922,catturd2 she announced she had tested positive onn10 31 21  her immune system must suck to have it twice in less than 6 months,[positive],[suck],neutral
1923,longcovid has brought many of these issues to light  amp  funding is starting to pour into solving more post infection immune syndromes,[],[infection, issues],negative
1924,patients are often dismissed without getting care because their symptoms are hard to understand  amp  address with conventional medicine  many patients are told their chronic illnesses are psychosomatic rather than rooted in immune dysfunction,[],[symptoms, hard, chronic],negative
1925,what a stimulating couple of days  eesinterorgan  great discussions on gut brain microbe communication,[stimulating, great],[],positive
1926,so i guess it's safe to say that's super immunity means nothing either  jen psaki was the textbook definition of super immune  prior covid infection   fully vaxxed   boosted   super immunity   which means nothing as you can still catch covid  lol,[super, safe],[infection],positive
1927,dragons don t need vaccines  if you are rh  you are immune  period  it s the   s they re trying to eliminate not their own species  🐉 https:  t co eq2twoutde,[],[],neutral
1928,tarahaelle: it s reassuring to see measured threads urging cautious caution w notes of optimism re ba 2 in the us in the coming weeks b,[optimism],[],positive
1929,charles_laslo  kimberlyk336  janssenkyle  tomilahren not at all  first,[],[],neutral
1930,rachelnotley: no transparency,[],[],neutral
1931,juliaflynch: here in italy indoor masking with high quality masks is mandatory,[],[],neutral
1932,harrow_council: eligible for a spring booster  you can now book your dose online  remember,[],[],neutral
1933,ajmoorehealth: but but but i thought kids were magically immune,[],[],neutral
1934,orlans17  mattdodson12  geopol2030  draseemmalhotra are you really going to question someone who studied virology and microbiology back in 2014,[],[],neutral
1935,tarahaelle: a lot of threads seem to anticipate an infection surge  of varying levels based on person  amp  their data  without concerningl,[],[infection],negative
1936,huddersfielduni: research: study led by the university s dr mayo olajide,[led],[],positive
1937,thereal_jodyjoe  shawndhaney  claytravis not when you vaccine is killing your immune system   each jab will make you get covid worse   enjoy your hypnosis hope it was worth it  you volunteered yourself for this and your families have a good time,[enjoy, good, worth],[killing, worse],positive
1938,dirkstrongtall:  anyothernight  fordprefect747  peterbeckman661  trenttelenko it represents billions of dollars in top secret r amp d,[top],[],positive
1939,sandettieauto  michaelcw123  andrew_lilico  itvnewspolitics  borisjohnson i give up  you're clearly just immune to truth and evidence  take care,[clearly],[],positive
1940,juliaflynch: here in italy indoor masking with high quality masks is mandatory,[],[],neutral
1941,dirkstrongtall:  anyothernight  fordprefect747  peterbeckman661  trenttelenko it represents billions of dollars in top secret r amp d,[top],[],positive
1942,tarahaelle: i ve read several threads with varying projections re omicron ba 2  they re mostly measured,[],[],neutral
1943,montagueterrie: you have absolutely no idea how good it feels to have an antibodies blood test and to be told,[good],[],positive
1944,had it too  getting immune for what is coming in april https:  t co pcfk1novra,[],[],neutral
1945,paddyjoedalton  captweed  irishtimes that's why people jabbed and boosted are now left with a immune system that's not functioning correctly,[correctly],[],positive
1946,jacquedboye  presssec my immune system  works greater than any jab,[works],[],positive
1947,stephtaitwrites: i don t wash my hands because i believe in the immune system god gave me  it s unhealthy to try to avoid viruses bacte,[],[unhealthy],negative
1948,ims00ki i prefer that version,[prefer],[],positive
1949,don't think the military is immune to this monster  the same lazy under educated yet overly degreed people coming out of college are also receiving mil commissions  leading americans into war  or out   amp  then sliding into their cush fed job defense contractor gig board position,[educated, leading],[lazy, monster],neutral
1950,sayitnspinit she s vaccinated  no immune system left,[],[],neutral
1951,stephennolan  sineadbradleysd  bbcsounds i think you failed to understand sineads point  i don t see that it s a personal dig at you re earnings,[],[failed],negative
1952,artvalley818_ vaccine might actually help her   i would imagine her immune system identifies as dead brain cells so the xix might actually take her out,[],[dead],negative
1953,aintgotnohoez supposedly they just were talkn abt a new variant that s supposed to be even worst than the last one🙄  ppl don t even be wearing their masks like tht anymore  i be looking like🤨  they think the vaccine means immune when it s actually doesn t,[like],[worst],neutral
1954,beyouonlybetter: hey jen psaki,[],[],neutral
1955,foxla we already had covid immune,[],[],neutral
1956,dirkstrongtall:  anyothernight  fordprefect747  peterbeckman661  trenttelenko it represents billions of dollars in top secret r amp d,[top],[],positive
1957,weimar61369949:  these figures therefore suggest that both the double and triple vaccinated population in canada have now had so much d,[],[],neutral
1958,ayoo_noah: mossed his ass doe,[],[],neutral
1959,presssec hey you tested positive for covid on 10 31 21 and now again today 3 22 22  so being triple vaxed is not helping you avoid the virus,[helping, positive],[virus],positive
1960,juliaflynch: here in italy indoor masking with high quality masks is mandatory,[],[],neutral
1961,jacquedboye  presssec god,[],[],neutral
1962,you ve been  vaccinated and caught  omicron  is your  pandemic over  are you  super immune   not quite   klynchstuff explains  hybrid immunity   https:  t co uenue8nrae https:  t co yaahsyyepa,[super],[],positive
1963,dockaurg: 2 " gt 80  neutralizing antibody negative pts had sarscov2 specific tcell response protective immunity indep of disease severity,[protective],[severity, negative],negative
1964,this is the only thing that explains why they won't back down even in the face of overwhelming evidence that the jabs are not only hurting,[],[overwhelming, hurting],negative
1965,finishsign_: you are not immune to 17 shitposts,[],[],neutral
